quote_id,quote,character
707,Hey you guys. Listen to me. Don’t get hung up on just one girl because there are a whole lot of other girls out there. Look over there. See? They look cute. Hello! You guys are so beautiful. You’re so colorful. I wish I could understand you. That’s a metaphor I guess. You are disgusting. You’ll never find love. Yekkk. Do you think she needs more time or is it never going to happen? I’m being serious. Seriously.,Michael
708,"Holly and I are dating. It’s been a week, and I still can’t believe it. It goes to show that everything you want in life, you get. And you can’t work for it. It just comes to you.",Michael
709,"No, no, it’s great. I love working at Dunder Mifflin, a division of Taliban enterprises.",Michael
710,Holly and I are like Romeo and Juliet. And this office is like the dragon that kept them apart.,Michael
711,"Yeah, whatever. No big deal. Just the hottest girl in the world loves me.",Michael
712,"After three years of writing, one year of shooting, four years of re-shooting and two years of editing, I have finally completed my movie, Threat Level: Midnight.",Michael
713,"Ladies and gentleman, Threat Level: Midnight.",Michael
714,Dwight does not play a robot.,Michael
715,Bingo.,Michael
716,"By far and away, the most expensive shot in the movie. But, it was integral to the story.",Michael
717,That was not scripted.,Michael
718,"Where had I gone wrong? All I wanted was to start a family with my beautiful wife. But somewhere along the way, things got messed up.",Michael
719,"I am a huge Woody Allen fan. Although I’ve only seen Antz, but I’ll tell you something. What I respect about that man, is that when he was going through all that stuff that came out in the press, about how Antz was just a rip-off of A Bug’s Life, he stayed true to his films. Or at least the film that I saw which again was Antz. The thing is… I thought Bug’s Life was better, much better. Than Ants. The point is, don’t listen to your critics, listen to your fans.",Michael
720,Who likes Threat Level: Midnight? Okay then who wants to watch the rest?!,Michael
721,"We filmed this during an actual Scranton High School Hockey Game, trying to qualify for states.",Michael
722,...,Michael
723,...,Michael
724,Some breakfast for me and some breakfast for you.,Michael
725,"Oh yeah, I guess I did let him be a robot.",Michael
726,"It was the best of times, it was the awesomest of times. And now Packer wants to come home. And ohh, look who’s here to sign off on it! My boo, Holly.",Michael
727,"Yes, hello Mr. Flax this is Michael Scott, your daughter’s boss. I am calling because I am going to have to fire your daughter Holly because she is such a terrible employee. I’m just kidding. I’m kidding. I’m actually calling because I’m in love with her. I love your daughter, and I have for some time. And I would like to discuss my intentions with you… which are to ask her to marry me. And I was just hoping you would give me your approval. And this isn’t a joke. So call me back, when you get this. And I look forward to speaking. Thank you.",Michael
728,No. I am not going to be proposed to in the break room. That is not going to be our story. Mhm hm. Should have burned this place down when I had the chance.,Michael
729,"Deangelo’s great. I love the guy. But I’m not sure he’s a great fit for the office. And also, I’m not sure if I love the guy.",Michael
730,"The Dundies are my baby, and they need to go on. When Larry King died they didn’t just cancel his show. They got Pierce Morgan to come in, and do his show, and, that way, Larry lives on.",Michael
731,"Stanley Hudson is a grump, everybody knows that. But did you know, that Stanley Hudson is also the face of a debilitating disease known as diabetes. The Diabetes Award goes to Stanley Hudson! Come on up here you sick bastard.",Michael
732,"Yeah, okay. Well this is gonna hurt like a mother.",Michael
733,"Sad? No, no, no. I don’t leave ’til tomorrow, so… Tomorrow I will be a wreck.",Michael
734,"I bought this for myself. And yesterday, they gave me this. I still need something to drink out of though.",Michael
735,"It looks like a It looks like it was made by a two year old monkey on a farm! He just accepted, accepted that I put all this work into it! He has the lowest opinion of me, of anybody!",Michael
736,"Catch you guys- Catch you guys on the filippity flip. Flippity flip! Flippity flip! Really? Okay, see ya guys!",Michael
737,...,Michael
738,"Whether you’re scared of dying, or dying Alone, or dying drunk in a ditch. Don’t be. It’s going to be okay.",Michael
739,Yeah I was tripling up. There’s not enough time in the day to have a special moment with everybody.,Michael
740,"Okay, everybody come on. Conference room five seconds! Let’s go! Hurry up, let’s do this!",Michael
741,"Got almost everybody. So… Holly’s my family now. She’s my family. The babies that I make with her, will be my children. The people that you work with, are just… when you get down to it… your very best friends. They say, on your deathbed, you never wish you spent more time at the office. But I will. Gotta be a lot better than a deathbed. I actually don’t understand deathbeds. I mean, who would buy that?",Michael
742,"Well, I guess this is it. Hey will you guys let me know if this ever airs? Thank you. Alright… Oh! This is gonna feel so good, getting this thing off my chest. That’s what she said!",Michael
